smiles,lgHL
CC1SCC2(O1)CN1CCC2CC1,0.699
CCC(=O)N(c1ccccc1)C1CCN(CC1)CCc1ccccc1,0.477
Clc1ccc2c(c1)C(=NCc1n2c(C)nc1)c1ccccc1F,0.491
OC(=O)C1N2C(=O)C(C2SC1(C)C)N=CN1CCCCCC1,0.0414
Clc1ccc2c(c1)C(=Nc1c(O2)cccc1)N1CCNCC1,0.903
CCN1CCN(C(=O)C1=O)C(=O)NC(c1ccc(cc1)O)C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1C,0.255
O=C1N(c2ccccc2)N(C(=O)C1CCS(=O)c1ccccc1)c1ccccc1,0.792
CCC1(OCCc2c1[nH]c1c2cccc1CC)CC(=O)O,0.863
O=C1OCC2(C(C1)CCC1C2CCC2(C1CCC2(C)O)C)C,0.954
OCC1OC(C(C1OC1OC(CO)C(C(C1O)O)O)O)(O)CO,0.267
OC(=O)C(c1cccc(c1)C(=O)c1ccccc1)C,0.322
OC(=O)Cc1cccc(c1N)C(=O)c1ccc(cc1)Br,0.415
Cc1ccc(cc1)C(=O)c1cc(O)c(c(c1)N(=O)=O)O,0.0414
CC(OC(=O)C(Oc1ccc(cc1)C(=O)c1ccc(cc1)Cl)(C)C)C,1.3
Nc1c2CCCCc2nc2c1cccc2,0.519
COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)C1COc2c(O1)cccc2,0.973
CN(CCCNc1ncc(c2c1c1c([nH]2)ccc2c1ccc(c2)O)C)C,1.28
CCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1Cl)Cl)C(=O)OC)C,1.0
CCCC(=O)OCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1Cl)Cl)C(=O)OC)C,-0.523
COC(=O)C1=C(C)NC(=C(C1c1ccccc1N(=O)=O)C(=O)OC)C,0.279
COC(=O)C1=C(C)NC(=C(C1c1ccccc1N(=O)=O)C(=O)OCC(C)C)C,1.04
CCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1)N(=O)=O)C(=O)OC)C,0.914
COCCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1)N(=O)=O)C(=O)OC(C)C)C,0.114
NCCOCC1=C(C(=O)OCC)C(C(=C(N1)C)C(=O)OC)c1ccccc1Cl,1.53
Clc1ccc(cc1)C(c1ccccc1)N1CCN(CC1)Cc1cccc(c1)C,0.778
COc1ccc(cc1)c1nc2c([nH]1)cc(cc2)C1=NNC(=O)CC1C,0.255
Clc1ccc(cc1)Nc1cc2nc3ccccc3n(c2cc1=NC(C)C)c1ccc(cc1)Cl,2.38
CCOC(=O)c1ccc(nc1)C#Cc1ccc2c(c1)C(C)(C)CCS2,1.26
O=C(NC1C(=O)N2C1SCC(=C2C(=O)O)COC(=O)C)CSc1ccncc1,0.0792
CNC(=CN(=O)=O)NCCSCc1ccc(o1)CN(C)C,0.322
NC(=O)NN=Cc1ccc(o1)N(=O)=O,0.699
CC(NCC(c1ccc(c(c1)C(=O)N)O)O)CCc1ccc2c(c1)OCO2,1.04
CC(NC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(c1)C)C,0.708
CCOc1ccccc1OC(c1ccccc1)C1OCCNC1,1.0
OC(COc1cccc2c1cc[nH]2)CNC(C)C,0.342
CCCCCNC(=N)NN=Cc1c[nH]c2c1cc(OC)cc2,1.04
COc1ccc2c(c1)c(CCNC(=O)C)c[nH]2,-0.15
CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,0.23
OCCNCCn1nc2c3c1ccc(c3c(=O)c1c2cncc1)NCCN(C)C,1.65
CCN(C(=O)C1CN2CCc3c(C2CC1OC(=O)C)cc(c(c3)OC)OC)CC,0.114
CN1CC(c2ccccc2)c2c(C1)c(N)ccc2,0.813
CCOc1ccc2c(c1C(=O)NC1C(=O)N3C1SC(C3C(=O)O)(C)C)cccc2,-0.155
CN1CCN(CC1)C1=c2cc(sc2=Nc2c(N1)cccc2)C,1.57
COC1=CC(=O)CC(C21Oc1c(C2=O)c(OC)cc(c1Cl)OC)C,1.18
CCCC1C(=O)n2n(C1=O)c1cc(C)ccc1nc2N(C)C,1.23
CNC(=O)c1nccc(c1)Oc1ccc(cc1)NC(=O)Nc1ccc(c(c1)C(F)(F)F)Cl,1.56
OCCN(c1nc(N2CCCCC2)c2c(n1)c(nc(n2)N(CCO)CCO)N1CCCCC1)CCO,-0.176
O=C1OC2C3(C1)C(=O)OC1C3(C(C2)(O)C(C)(C)C)C(O)C(=O)O1,0.505
O=C1N(C)CC(=O)N2C1Cc1c(C2c2ccc3c(c2)OCO3)[nH]c2c1cccc2,1.24
CCCN1C(=C(C(=O)ON2CCC(CC2)(c2ccccc2)c2ccccc2)C(C(=C1C)C(=O)OC)c1cccc(c1)N(=O)=O)C,1.34
OC(CN1CCN(CC1C(=O)NC(C)(C)C)Cc1cccnc1)CC(C(=O)NC1C(O)Cc2c1cccc2)Cc1ccccc1,0.255
CCC1(CCC(=O)NC1=O)c1ccc(cc1)N,1.1
CCC1(CCC(=O)NC1=O)c1ccccc1,1.04
NCCCCC(C(=O)N1CCN(CC1)c1ccncc1)NC(=O)C(NC(=O)N1CCC(CC1)N1Cc2ccccc2NC1=O)Cc1cc(Br)c(c(c1)Br)O,0.398
OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1,0.708
ClCCNP1(=O)OCCCN1CCCl,0.82
ClCCN(P1(=O)NCCCO1)CCCl,0.903
CCCCN(CCC(c1cc2c(Cl)cc(cc2c2c1ccc(c2)C(F)(F)F)Cl)O)CCCC,2.28
OCC(=O)C1(O)CCC2C1(C)CC(=O)C1C2CCC2=CC(=O)C=CC12C,0.462
OC(=O)CCSC(c1cccc(c1)C=Cc1ccc2c(n1)cc(cc2)Cl)SCCC(=O)N(C)C,0.362
OC(COc1ccccc1C)CNCCOc1ccc(cc1)C(=O)N,0.398
CCC(n1ncn(c1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OCC1COC(O1)(Cn1cncn1)c1ccc(cc1Cl)Cl)C,1.4
NCCCC(Nc1cc(OC)cc2c1nccc2)C,0.851
OCCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,2.93
CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,2.76
Cc1ccc(cc1)c1cc(nn1c1ccc(cc1)S(=O)(=O)N)C(F)(F)F,1.04
COC(=O)C1C(O)CCC2C1CC1N(C2)CCc2c1[nH]c1c2cccc1,-0.222
NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(C1)CCc1ccc2c(c1)CCO2,0.556
Nc1ccc(cc1)S(=O)(=O)Nc1noc(c1)C,0.991
Clc1c(Cl)cc2c(c1Cl)Oc1c(O2)c(Cl)c(c(c1Cl)Cl)Cl,4.6
Clc1c(Cl)cc2c(c1Cl)Oc1c(O2)c(Cl)c(c(c1)Cl)Cl,5.39
Clc1cc2Oc3cc(Cl)c(cc3Oc2cc1Cl)Cl,4.83
Clc1cc2Oc3c(Oc2cc1Cl)c(Cl)c(c(c3Cl)Cl)Cl,4.93
Clc1c2Oc3c(Oc2c(c(c1Cl)Cl)Cl)c(Cl)c(c(c3Cl)Cl)Cl,4.82
Clc1cc2Oc3c(Oc2cc1Cl)cc(c(c3Cl)Cl)Cl,4.88
Clc1c(Cl)cc2c(c1Cl)Oc1c(O2)cc(c(c1Cl)Cl)Cl,4.78
C1C(C2C(O1)C(CO2)O)O,0.613
O=N(=O)OC1COC2C1OCC2O,0.279
O=N(=O)OC1COC2C1OCC2ON(=O)=O,0.227
CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2,0.954
OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2,0.973
CNS(=O)(=O)CCc1ccc2c(c1)c(c[nH]2)C1CCN(CC1)C,0.82
NC(C(=O)O)C1CC(=NO1)Cl,0.996
Oc1ccc2c(c1)sc(c2C(=O)c1ccc(cc1)OCCN1CCCCC1)c1ccc(cc1)O,1.44
OC(=O)C1=CC(=NNc2ccc(cc2)S(=O)(=O)Nc2ccccn2)C=CC1=O,0.875
COc1ccc(cc1)C(=O)Nc1ccccc1C(CN1CCCCC1)C,0.415
OC(COc1nsnc1N1CCOCC1)CNC(C)(C)C,0.342
CN(CCOC(c1ccccn1)(c1ccccc1)C)C,1.0
CN(CCOC(c1ccccn1)c1ccc(cc1)Cl)C,1.18
CN(CCC(c1ccccn1)c1ccc(cc1)Br)C,1.4
CN(CCC(c1ccccn1)c1ccc(cc1)Cl)C,1.34
CC(N(C(C)C)CCC(c1ccccn1)(c1ccccc1)C(=O)N)C,0.845
ClCCN(C(COc1ccccc1)C)Cc1ccccc1,1.38
N#CC(c1ccccc1)(c1ccccc1)CCN1CCC(CC1)(N1CCCCC1)C(=O)N,0.903
OCCOCCN1CCN(CC1)C1=Nc2ccccc2Sc2c1cccc2,0.778
COc1ccc(cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1)Cl,0.342
CN1C2CCCC1CC(C2)NC(=O)c1nn(c2c1cccc2)C,0.716
OC(=O)CNC(=O)C(Cc1ccccc1)CN1CCC(C(C1)C)(C)c1cccc(c1)O,1.13
CCC1(C)OC(=O)N(C1=O)C,1.26
Oc1ccc2c(c1)Oc1c(C32OC(=O)c2c3cccc2)ccc(c1)O,0.204
O=C(NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnc(s1)C)Cn1cnnn1,0.23
CCCc1nc2c(n1Cc1ccc(cc1)c1ccccc1C(=O)O)cc(cc2C)c1nc2c(n1C)cccc2,1.3
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1c(S2)cccc1,1.36
CN1CCCCC1CCN1c2ccccc2Sc2c1cc(cc2)S(=O)C,1.56
Cn1cc[nH]c1=S,0.38
CCCC(C(=O)OCC)NC(C(=O)N1C2CCCCC2CC1C(=O)O)C,-0.0458
CCCC(C(=O)O)NC(C(=O)N1C2CCCCC2CC1C(=O)O)C,1.46
OCC(c1ccccc1)C(=O)OC1CC2CCC(C1)N2C,0.613
CCC#CCC(C(C#CC1C(O)CC2C1CC(=CCOCC(=O)O)C2)O)C,0.0414
CC(=O)SC1CC2=CC(=O)CCC2(C2C1C1CCC3(C1(CC2)C)CCC(=O)O3)C,-0.778
OC1C(N)CC(OC1C)OC1CC(O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2)C(=O)C,1.2
OCC(=O)C1(O)CC(OC2CC(N)C(C(O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC,1.51
COc1cccc2c1C(=O)c1c(C2=O)c(O)c2c(c1O)C(OC1CC(N)C(C(O1)C)O)CC(C2)(O)C(=O)C,1.27
OC(COc1cccc2c1cccc2)CNC(C)C,0.531
CN(Cc1cccc2c1cccc2)CC=CC#CC(C)(C)C,1.56
COc1ccc2c(c1)ccc(c2)C(C(=O)O)C,1.18
CCN(CCOc1ccc(cc1)C(=C(c1ccccc1)Cl)c1ccccc1)CC,2.16
CCC(=C(c1ccccc1)c1ccc(cc1)OCCN(C)C)c1ccccc1,2.16
ClCCC(=C(c1ccccc1)c1ccc(cc1)OCCN(C)C)c1ccccc1,2.08
OC(COc1cccc2c1CCCC2=O)CNC(C)(C)C,0.778
COC12CCC3(CC1C(C(C)(C)C)(O)C)C14C2Oc2c4c(CC3N(CC1)CC1CC1)ccc2O,0.505
Oc1ccc2c(c1)C1(C)CCCCCC(C2)C1N,0.332
C#CC1(O)C=CC2C1(CC)CCC1C2CCC2=CC(=O)CCC12,1.0
OC(COc1ccccc1C1CCCC1)CNC(C)(C)C,1.38
O=C(C(c1ccccc1)O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnc(s1)C,0.0
O=C(C1NCC(C1)SC1=C(C(=O)O)N2C(C1C)C(C2=O)C(O)C)Nc1cccc(c1)C(=O)O,0.58
COc1ccc(cc1)C(=O)N1CCCC1=O,0.243
CCCNC1CCc2c(C1)sc(n2)N,0.903
CCOC(=O)C(NC(C(=O)N1CCCC1C(=O)O)C)CCc1ccccc1,1.04
OC(=O)C(NC(C(=O)N1CCCC1C(=O)O)C)CCc1ccccc1,1.59
NCCCCC(C(=O)N1CCCC1C(=O)O)NC(C(=O)O)CCc1ccccc1,1.62
COCCCOc1ccnc(c1C)CS(=O)c1nc2c([nH]1)cccc2,0.0
O=S(c1nc2c([nH]1)cccc2)Cc1nccc(c1C)OCC(F)(F)F,0.0
O=C1OC2C(C1C)(O)C13C4(C2O)C(OC3=O)CC(C24C(O1)OC(=O)C2O)C(C)(C)C,0.716
O=C1OC2C(C1C)(O)C13C4(C2)C(OC3=O)CC(C24C(O1)OC(=O)C2O)C(C)(C)C,0.58
NCC1CC1(c1ccccc1)C(=O)N(CC)CC,0.903
NC1CC1c1ccccc1,0.792
NC(=O)N1c2ccccc2C=Cc2c1cccc2,1.65
OC(CCc1ccccc1)CCC1C(O)CC(C1CC=CCCCC(=O)OC(C)C)O,-0.548
O=C1NC(CC2OC2(C)CCCC(C(C(C(=O)C(C(C1)O)(C)C)C)O)C)C(=Cc1csc(n1)C)C,1.23
Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2=O)C,1.28
Nc1ccc(cc1)S(=O)(=O)Nc1onc(c1C)C,0.869
CC(Nc1cccnc1N1CCN(CC1)C(=O)c1cc2c([nH]1)ccc(c2)NS(=O)(=O)C)C,0.763
CNCCC(c1ccccc1)Oc1ccccc1C,0.716
CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,1.68
COCCOc1cc2c(ncnc2cc1OCCOC)Nc1cccc(c1)C#C,1.56
C=CCN1CCC23C(C1Cc1c3cc(cc1)O)CCCC2,0.0
Oc1ccc2c(c1)C13CCCCC3C(C2)N(CC1)C,1.13
COc1ccc2c(c1)C13CCCCC3C(C2)N(CC1)C,0.653
CCOC(=O)C(NC(C(=O)N1C2CCCC2CC1C(=O)O)C)CCc1ccccc1,0.477
Fc1ccc(cc1)C(=O)C1CCN(CC1)CCn1c(=O)[nH]c2c(c1=O)cccc2,1.08
OC(=O)CCc1nc(c(o1)c1ccccc1)c1ccccc1,1.74
OC(COc1ccc(cc1)CCOCC1CC1)CNC(C)C,1.23
CCC(NC(=O)C1CN(C)C2C(=C1)c1cccc3c1c(C2)c[nH]3)CO,0.53
CCN(C(=O)C1CN(C)C2C(=C1)c1cccc3c1c(C2)c[nH]3)CC,0.477
CCN1CC2CN(CC(C1)C2OC(=O)c1ccc(cc1)Cl)C,0.934
O=C1NCC2(O1)CCN(CC2)CCc1ccccc1,1.15
OCC1OC(OC2C(CO)OC(C(C2O)O)O)C(C(C1OC1OC(C)C(C(C1O)O)NC1C=C(CO)C(C(C1O)O)O)O)O,0.431
CC(=O)OCC(CCn1cnc2c1nc(N)nc2)COC(=O)C,1.0
Nc1ncnc2c1ncn2CCOCP(=O)(O)O,0.204
O=C(C(C)(C)C)OCOP(=O)(OCOC(=O)C(C)(C)C)COCCn1cnc2c1ncnc2N,0.874
CC(Cn1cnc2c1ncnc2N)OCP(=O)(O)O,0.763
COc1ccc(cc1C1(F)C(=O)Nc2c1ccc(c2)C(F)(F)F)Cl,1.57
O=C(C(c1cccnc1)(C)C)c1cccnc1,0.279
ON=C1CCC2C(=C1)CCC1C2CCC2(C1CCC2(C#C)OC(=O)C)CC,1.32
NNc1nnc2c(c1)CN(CC2)C(=O)c1ccccc1,0.748
NC(c1ccccc1)C(=O)NC1C2CCC(=C(N2C1=O)C(=O)O)Cl,0.0
CC1Cc2c(N1NC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl)cccc2,1.15
Oc1ccccc1C(=O)Oc1ccccc1C(=O)O,0.0
N#CC(c1ccc(c(c1)Oc1ccccc1)F)OC(=O)C1C(C1(C)C)C=C(Cl)Cl,0.845
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1ncccn1,0.398
OC(c1ccc(cc1)C(C)(C)C)CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O,0.544
OC(=O)C(c1ccc(cc1)C(CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O)O)(C)C,1.16
OC(=O)Cc1ccc(n1C)C(=O)c1ccc(cc1)C,0.699
ClC(C(c1ccccc1Cl)c1ccc(cc1)Cl)Cl,3.33
CCC(C(c1ccccc1)(c1ccccc1)CC(N(C)C)C)OC(=O)C,1.26
CN(CCOC(c1ccccc1)c1ccccc1)C,0.968
CC(c1cc(Br)c(c(c1)Br)O)(c1cc(Br)c(c(c1)Br)O)C,2.33
ClC(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)(Cl)Cl,4.28
CC(c1ccc(cc1)O)(c1ccc(cc1)O)C,0.301
CN(CCOC(c1ccc(cc1)Br)c1ccccc1)C,0.398
CN(CCOC(c1ccccc1C)c1ccccc1)C,1.22
CC(NC(C)(C)C)CC(c1ccccc1)c1ccccc1,1.75
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,1.0
CCC(COC(c1ccccc1)(c1ccccc1)C(=O)OCCN(C)C)CC,1.53
Cc1ccc(c(c1)C(c1ccccc1)CCN(C(C)C)C(C)C)O,0.38
CCC(=O)C(c1ccccc1)(c1ccccc1)CC(N(C)C)C,1.49
CC(CC(B(O)O)NC(=O)C(NC(=O)c1cnccn1)Cc1ccccc1)C,1.26
OC(=O)CCCCCCCCOC(=O)C=C(CC1OCC(C(C1O)O)CC1OC1C(C(O)C)C)C,-0.301
O=C1CCC2(C34C1Oc1c4c(CC2N(CC3)CC2CC2)ccc1O)O,0.431
N#CCSCC(=O)NC1(OC)C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1C,0.176
O=C1CN2C3CC1CC2CC(C3)OC(=O)c1c[nH]c2c1cccc2,-0.886
CN1CCN2C(C1)c1ccccc1Cc1c2nccc1,1.18
N#CC1=C(O)C2C3(C(C1)(C)C1CCC4(C(C1CC3)CCC4O)C)O2,0.903
CCCCN1CC(O)C(C(C1CO)O)O,0.813
CCN(CCCC(Nc1c2cc(OC)ccc2nc2c1ccc(c2)Cl)C)CC,2.08
CN(CCn1nnnc1SCC1=C(C(=O)O)N2C(SC1)C(C2=O)NC(=O)Cc1csc(n1)N)C,0.0
OC1C=CC2C34C1Oc1c4c(CC2N(CC3)C)ccc1O,0.301
CC(=O)OC1C=CC2C34C1Oc1c4c(CC2N(CC3)C)ccc1OC(=O)C,0.398
COc1ccc2c3c1OC1C43CCN(C(C2)C4C=CC1O)C,0.602
CCCC(=O)N1CCCN(CC1)c1nc(N)c2c(n1)cc(c(c2)OC)OC,0.301
CCC1(C(=O)NC(=O)NC1=O)c1ccccc1,2.0
CCC1(C(=O)NC(=O)N(C1=O)C)c1ccccc1,1.53
CCC1(O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)OC(=O)N1CCC(CC1)N1CCCCC1,0.954
COC(=O)NC(C(C)(C)C)C(=O)NN(Cc1ccc(cc1)c1ccccn1)CC(C(Cc1ccccc1)NC(=O)C(C(C)(C)C)NC(=O)OC)O,0.845
CCCCCCC(c1cc(O)c2c(c1)OC(C1C2CC(=O)CC1)(C)C)(C)C,0.301
CC(=O)Nc1nnc(s1)S(=O)(=O)N,1.11
CCOc1nc2c(n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)c(ccc2)C(=O)O,0.954
Cn1cnc(c1Sc1ncnc2c1[nH]cn2)N(=O)=O,0.699
COc1cc(cc(c1O)OC)C1C2C(=O)OCC2C(c2c1cc1OCOc1c2)OC1OC2COC(OC2C(C1O)O)C,0.756
OC(=O)COC1CCN(CC1)C(=O)C(NC(=O)c1ccc(cc1)C(=N)N)Cc1ccc(cc1)O,0.322
OCCN1CCN(CC1)c1cc(nc(n1)C)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl,0.602
OC(c1ccccc1)(c1ccccc1)CCCN1CCCCC1,0.602
Nc1ccn(c(=O)n1)C1CCC(O1)CO,0.0792
OCC1OC(C(C1O)O)n1ccc(nc1=O)N,-0.778
CCCCCOC(=O)Nc1nc(=O)n(cc1F)C1OC(C(C1O)O)C,-0.125
O=C(NS(=O)(=O)c1ccc(cc1)C)NN1CCCCCC1,0.845
O=C1NC(=O)C(S1)Cc1ccc(cc1)OCCN(c1ccccn1)C,0.591
CN(CCC=C1c2ccccc2C=Cc2c1cccc2)C,1.26
CNC1C(O)C2OC3OC(C)CC(=O)C3(OC2C(C1O)NC)O,0.255
CCCCC1OC2OC3C(O)C(NC)C(C(C3OC2(C(=O)C1)O)NC)O,1.04
NC(=NCCN1CCCCCCC1)N,1.56
CCOC(=O)c1ncn2c1CN(C)C(=O)c1c2ccc(c1)F,-0.108
CN1CC(CC2C1Cc1c[nH]c3c1c2ccc3)C(=O)NC1(C)OC2(N(C1=O)C(Cc1ccccc1)C(=O)N1C2CCC1)O,0.954
COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)c1ccco1,0.301
COC(=O)Nc1nc2c([nH]1)cc(cc2)C(=O)c1ccccc1,0.0414
OC(=O)C(c1ccc(s1)C(=O)c1ccccc1)C,0.301
OC(=O)C(c1ccc(cc1)C(=O)c1cccs1)C,0.322
CN1CCN2C(C1)c1ccccc1Cc1c2cccc1,1.13
O=C(NC(C(CC(Cc1ccccc1)NC(=O)C(C(C)C)NC(=O)N(Cc1csc(n1)C(C)C)C)O)Cc1ccccc1)OCc1cncs1,0.602
CON=C(c1csc(n1)N)C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nc(=O)c(=O)[nH]n1C,0.934
Cc1ccnc2c1[nH]c(=O)c1c(n2C2CC2)nccc1,1.72
O=C1Cc2ccccc2N(c2c1cccc2)C(=O)N,0.301
CCC(NCC(COc1ccccc1C(=O)CCc1ccccc1)O)(C)C,0.176
CCCNCC(COc1ccccc1C(=O)CCc1ccccc1)O,0.322
O=C(NC1CCN(C1)C(=O)C1CC(CN1C)SC1=C(C(=O)O)N2C(C1C)C(C2=O)C(O)C)CN=C(N)N,0.23
CCOc1ccccc1OCC1COCCN1,0.613
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c(=O)[nH]c2c1cccc2,0.763
Clc1cc2NCNS(=O)(=O)c2cc1S(=O)(=O)N,1.01
FC(c1cc2NCNS(=O)(=O)c2cc1S(=O)(=O)N)(F)F,0.716
OC(=O)C1=CC2=CCC3C(C2(CC1)C)CCC1(C3CCC1C(=O)NC(C)(C)C)C,1.43
O=C1CCC(C(=O)N1)N1C(=O)c2c(C1=O)cccc2,0.672
OC1CC(O)C(=C)C(=CC=C2CCCC3(C2CCC3C(CCCC(O)(C)C)C)C)C1,0.813
CC(CCCC(C1CCC2C1(C)CCCC2=CC=C1CC(O)CCC1=C)C)C,2.83
OC1CCC(=C)C(=CC=C2CCCC3(C2CCC3C(C=CC(C(C)C)C)C)C)C1,1.53
OC(=O)C(CSCCCCC=C(C(=O)O)NC(=O)C1CC1(C)C)N,-0.0655
ClC(=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl,4.88
O=C1N(COP(=O)(O)O)C(=O)NC1(c1ccccc1)c1ccccc1,-0.602
O=C1NC(=O)NC1(c1ccccc1)c1ccccc1,1.34
OC(CC(CC(=O)O)O)C=Cc1c(nc(nc1c1ccc(cc1)F)N(S(=O)(=O)C)C)C(C)C,0.301
O=c1cc(n(n1c1ccccc1)C)C,1.08
CN1CCN(CC1)CCC=C1c2ccccc2Sc2c1cc(cc2)S(=O)(=O)N(C)C,1.18
OCCN1CCN(CC1)CCC=C1c2ccccc2Sc2c1cc(Cl)cc2,1.3
OCCN1CCN(CC1)CCC=C1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,1.46
Nc1ccc(cc1)S(=O)(=O)Nc1ncccn1,0.845
COCCOc1cnc(nc1)NS(=O)(=O)c1ccccc1,0.602
CC(=CCN1CCC2(C(C1Cc1c2cc(cc1)O)C)C)C,0.398
NC(=O)OCC1C(NC(=O)C(=NOCC(=O)O)c2csc(n2)N)C(=O)N1S(=O)(=O)O,0.204
Clc1ccccc1C(n1cncc1)(c1ccccc1)c1ccccc1,0.301
OC(C1CCc2c(O1)ccc(c2)F)CNCC(C1CCc2c(O1)ccc(c2)F)O,1.0
CCOC(=O)C(NC(C(=O)N1Cc2cc(OC)c(cc2CC1C(=O)O)OC)C)CCc1ccccc1,0.0
CC(C(=O)N1CC2=CC=CC=C2CC1C(=O)O)NC(CCC3=CC=CC=C3)C(=O)O,0.362
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O,0.301
OC(CNC(C)(C)C)COc1ccc(cc1)NC(=O)NC1CCCCC1,1.04
CN1CCOC(c2c(C1)cccc2)c1ccccc1,0.699
Cc1cc2c(cc1C(=C)c1ccc(cc1)C(=O)O)C(C)(C)CCC2(C)C,0.845
NC(=NCCCC(C(=O)N1CCC(CC1C(=O)O)C)NS(=O)(=O)c1cccc2c1NCC(C2)C)N,-0.398
NC1C2C1CN(C2)c1nc2c(cc1F)c(=O)c(cn2c1ccc(cc1F)F)C(=O)O,1.04
Fc1ccc(cc1)C1CCNCC1COc1ccc2c(c1)OCO2,1.11
CC#CCC(C(C=CC1C(O)CC2C1CC(=CCCCC(=O)OCC(=O)c1ccccc1)C2)O)C,-0.244
O=C1CCC(C(=O)N1)N1Cc2c(C1=O)cccc2N,0.477
OC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C,0.0414
COC(=O)C1CC2=CC(=O)CCC2(C23C1C1CCC4(C1(C)CC3O2)CCC(=O)O4)C,0.699
COc1ccc(cc1OC)Cc1nccc2c1cc(OC)c(c2)OC,0.255
COCc1c(c2ccc(cc2)F)c(C=CC(CC(CC(=O)O)O)O)c(nc1C(C)C)C(C)C,0.255
CC(COCC(N1CCCC1)CN(c1ccccc1)Cc1ccccc1)C,1.57
CN1CCN(CC1)C(=O)OC1c2nccnc2C(=O)N1c1ccc(cn1)Cl,0.716
CC1NCCOC1c1ccccc1,1.37
CC1N(C)CCOC1c1ccccc1,1.33
CC(CN(S(=O)(=O)c1ccc(cc1)N)CC(C(Cc1ccccc1)NC(=O)OC1CCOC1)O)C,0.947
CCOC(=O)C1(CCN(CC1)CCC(c1ccccc1)(c1ccccc1)C#N)c1ccccc1,1.11
Clc1ccc(cc1)C1(O)CCN(CC1)CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1,1.03
CC1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(=O)(=O)N,1.3
O=C(N1CC(=O)N2C(C1)c1ccccc1CC2)C1CCCCC1,0.0607
OCC(=O)C1(O)C(O)CC2C1(C)CC(O)C1(C2CCC2=CC(=O)C=CC12C)F,0.166
ClCC(=O)C1(O)C(C)CC2C1(C)CC(O)C1(C2CCC2=CC(=O)C=CC12C)Cl,0.763
CCC(=O)OC1(C(C)CC2C1(C)CC(O)C1(C2CCC2=CC(=O)C=CC12C)Cl)C(=O)COC(=O)CC,-0.301
OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CCC2=CC(=O)C=CC12C,0.531
OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CC(C2=CC(=O)C=CC12C)C,0.362
O=C1C=CC2(C(=C1)CCC1C2CCC2(C1CCC2O)C)C,2.53
FCSC(=O)C1(OC(=O)CC)C(C)CC2C1(C)CC(O)C1(C2CC(C2=CC(=O)C=CC12C)F)F,0.778
OCC(=O)C1(O)C(C)CC2C1(C)CC(O)C1(C2CCC2=CC(=O)C=CC12C)Cl,0.447
CCCCC(=O)N(C(C(=O)O)C(C)C)Cc1ccc(cc1)c1ccccc1c1n[nH]nn1,0.978
