,smiles,lgHL
357,Clc1ccc2c(c1)C(=NCC(=O)N2CC1CC1)c1ccccc1,2.07
358,Clc1ccc(cc1)c1cccc(c1)Cl,1.39
359,ClCCN(C(=O)Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2O)C)CCCl,1.3
360,Cc1cn(C2OC(C=C2)CO)c(=O)[nH]c1=O,0.146
361,CC1OC(C(C1O)O)n1cc(F)c(=O)[nH]c1=O,-0.456
362,OC(=O)C1N2C(=O)C(C2SC1(C)C)NC(=O)c1c(C)onc1c1c(Cl)cccc1Cl,-0.0555
363,BrC1CCC(Br)C(Br)CCC(C(CCC1Br)Br)Br,3.25
364,CCNC(Cc1cccc(c1)C(F)(F)F)C,1.15
365,Clc1c2Oc3c(Oc2c(c(c1Cl)Cl)Cl)c(Cl)c(c(c3Cl)Cl)Cl,4.82
366,OCC(=O)C12OC(OC1CC1C2(C)CC(O)C2C1CC(C1=CC(=O)C=CC21C)F)(C)C,0.255
367,OCC1OC(CC1O)n1cc(C)c(=O)[nH]c1=O,1.18
368,O=C(c1ccccc1)NCCC(=O)O,-0.229
369,O=C1CCC2(C(=C1)C(=CC1C2CCC2(C1CCC2(O)C(=O)C)C)C)C,1.53
370,CC1CCN(CC1)CCCC(=O)c1ccc(cc1)F,0.591
371,CCC(COC(c1ccccc1)(c1ccccc1)C(=O)OCCN(C)C)CC,1.53
372,CC(N(C(C)C)CCC(c1ccccn1)(c1ccccc1)C(=O)N)C,0.845
373,ClCCNP1(=O)OCCCN1CCCl,0.82
374,CC(NCC(c1ccc(cc1)NS(=O)(=O)C)O)C,0.799
375,CCN(CCNC(=O)c1cc(Br)c(cc1OC)N)CC,0.462
376,OCC1OC(CC1O)n1cnc2c1nc(Cl)nc2N,1.2
377,CN(NN=C1N=CN=C1C(=O)N)C,0.792
378,OC(=O)c1cccnc1Nc1cccc(c1)C(F)(F)F,0.398
379,OCC(=O)C1(O)C(C)CC2C1(C)CC(O)C1(C2CCC2=CC(=O)C=CC12C)Cl,0.447
380,OC(=O)P(=O)(O)O,0.672
381,OCC1OC(C(C1OC1OC(CO)C(C(C1O)O)O)O)(O)CO,0.267
382,O=C(C(c1ccccc1)C(=O)O)NC1C(=O)N2C1SC(C2C(=O)O)(C)C,0.0414
383,ClCCN(C(=O)Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2OP(=O)(O)O)C)CCCl,0.38
384,NC(=NN=Cc1c(Cl)cccc1Cl)N,0.778
385,O=C1NCC2(O1)CCN(CC2)CCc1ccccc1,1.15
386,OC(=O)C(c1ccc(c(c1)F)c1ccccc1)C,0.716
387,O=C1C(NC(=O)c2c(C)onc2c2c(F)cccc2Cl)C2N1C(C(=O)O)C(S2)(C)C,0.146
388,Brc1ccc(c(c1)Br)Oc1ccc(cc1Br)Br,4.14
389,CCC(=O)OC1(C(C)CC2C1(C)CC(O)C1(C2CCC2=CC(=O)C=CC12C)Cl)C(=O)COC(=O)CC,-0.301
390,CSCCC(C(=O)NC(C(=O)NC(C(=O)N)Cc1ccccc1)CC(=O)O)NC(=O)C(Cc1c[nH]c2c1cccc2)NC(=O)CCNC(=O)OCC(C)C,-0.778
391,CN1CCCCC1CCN1c2ccccc2Sc2c1cc(cc2)S(=O)C,1.56
392,CN1CCN(CC1)CCC=C1c2ccccc2Sc2c1cc(cc2)S(=O)(=O)N(C)C,1.18
393,CCN(CC#CCOC(=O)C(c1ccccc1)(C1CCCCC1)O)CC,0.857
394,CN1CCN(CC1)C1=c2ccccc2=Nc2c(N1)cc(Cl)cc2,1
395,CN1CC(CC2C1Cc1c[nH]c3c1c2ccc3)C(=O)NC1(C)OC2(N(C1=O)C(Cc1ccccc1)C(=O)N1C2CCC1)O,0.954
396,C=CCOc1ccccc1OCC(CNC(C)C)O,0.176
397,CC(=O)CCCCn1c(=O)c2n(C)cnc2n(c1=O)C,0.0792
398,C1CCC(NC1)CC(C1CCCCC1)C1CCCCC1,1.98
399,CNC1(CCCCC1=O)c1ccccc1Cl,0.447
400,OC(=O)C(Cc1cc(I)c(c(c1)I)Oc1ccc(c(c1)I)O)N,1.78
401,CC(=O)OC1CC2(C(C1=C(C(=O)O)CCC=C(C)C)CC(C1C2(C)CCC2C1(C)CCC(C2C)O)O)C,0.74
402,Clc1ccc(cc1)c1ccc(cc1Cl)Cl,3.72
403,CN(N=Nc1ccc(cc1)C(=O)O)C,0.398
404,O=C1CN(C(=O)N1)N=Cc1ccc(o1)c1ccc(cc1)N(=O)=O,1
405,Nc1ccn(c(=O)n1)C1CCC(O1)CO,0.0792
406,CC(NCC(c1ccc(c(c1)O)O)O)C,-0.387
407,CC(=O)OCC1=C(N2C(SC1)C(C2=O)NC(=O)CC#N)C(=O)O,0.0792
408,COc1ccc(cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1)Cl,0.342
409,CNCCCC12CCC(c3c1cccc3)c1c2cccc1,1.71
410,CCC(=C(c1ccccc1)c1ccc(cc1)OCCN(C)C)c1ccccc1,2.16
411,OC(=O)CCCCCCCCOC(=O)C=C(CC1OCC(C(C1O)O)CC1OC1C(C(O)C)C)C,-0.301
412,ClCCN(C(=O)NC1CCCCC1)N=O,0.195
413,Clc1ccccc1c1ccccc1Cl,1.48
414,CC(Cc1ccc(cc1)O)NCC(c1cc(O)cc(c1)O)O,-0.0605
415,CC(C12CC3CC(C2)CC(C1)C3)N,1.44
416,OC(COc1cccc2c1cc[nH]2)CNC(C)C,0.342
417,CCCC1C(=O)n2n(C1=O)c1cc(C)ccc1nc2N(C)C,1.23
418,N#CC1=C(O)C2C3(C(C1)(C)C1CCC4(C(C1CC3)CCC4O)C)O2,0.903
419,C=CCc1ccccc1OCC(CNC(C)C)O,0.398
420,CN1CCOC(c2c(C1)cccc2)c1ccccc1,0.699
421,Clc1ccc2c(c1)C(=Nc1c(O2)cccc1)N1CCNCC1,0.903
422,C1CN2C(=NC(C2)c2ccccc2)S1,0.74
423,O=C1OC2C(C1C)(O)C13C4(C2)C(OC3=O)CC(C24C(O1)OC(=O)C2O)C(C)(C)C,0.58
424,O=C1OC2C(C1C)(O)C13C4(C2O)C(OC3=O)CC(C24C(O1)OC(=O)C2O)C(C)(C)C,0.716
425,OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0.146
426,CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(=O)(=O)N,0.845
427,NC(c1ccccc1)C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)C,-0.244
428,CC(Cc1ccc(cc1)C(C(=O)O)C)C,0.204
429,OC(=O)C1=CC(=NNc2ccc(c(c2)C(=O)O)O)C=CC1=O,-0.0458
430,CC(NC(C)(C)C)CC(c1ccccc1)c1ccccc1,1.75
431,Clc1cc(Cl)c(cc1c1ccccc1)Cl,1.99
432,Clc1cccc(c1c1c(Cl)cccc1Cl)Cl,2.01
433,C1C(C2C(O1)C(CO2)O)O,0.613
434,O=N(=O)OC1COC2C1OCC2O,0.279
435,OC(COc1cccc2c1c(=O)cc(o2)C(=O)O)COc1ccc2c(c1)c(=O)cc(o2)C(=O)O,0.114
436,O=C1CCC2(C34C1Oc1c4c(CC2N(CC3)CC2CC2)ccc1O)O,0.431
437,Clc1ccc(cc1)c1cc(Cl)ccc1Cl,2.06
438,C#CC1(O)CCC2C1(C)CCC1C2CCC2=Cc3c(CC12C)cno3,1.38
439,CC1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(=O)(=O)N,1.3
440,CCN(CCN1C(=O)CN=C(c2c1ccc(c2)Cl)c1ccccc1F)CC,0.362
441,CCCC1CN(C(C1)C(=O)NC(C1OC(SC)C(C(C1O)O)O)C(Cl)C)C,0.322
442,OCc1cc(ccc1O)C(CNC(C)(C)C)O,0.38
443,OCC1OC(O)C(C(C1O)O)NC(=O)N(N=O)C,-0.778
444,COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)c1ccco1,0.301
445,CCS(=O)(=O)CCn1c(C)ncc1N(=O)=O,1.11
446,Clc1c(Cl)cc2c(c1Cl)Oc1c(O2)cc(c(c1Cl)Cl)Cl,4.78
447,Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,0.863
448,CC12CC3CC(C1)(C)CC(C2)(C3)N,1.9
449,NCCCNCCSP(=O)(O)O,-0.875
450,OC1CCC2(C34C1Oc1c4c(CC2N(CC3)CC2CCC2)ccc1O)O,0.568
451,O=C1OCC(=C1)C1CCC2(C1(C)C(O)CC1C2CCC2C1(C)CCC(C2)OC1CC(O)C(C(O1)C)OC1CC(O)C(C(O1)C)OC1CC(O)C(C(O1)C)O)O,1.58
452,COc1cccc2c1C(=O)c1c(C2=O)c(O)c2c(c1O)C(OC1CC(N)C(C(O1)C)O)CC(C2)(O)C(=O)C,1.27
453,O=C(NS(=O)(=O)c1ccc(cc1)C)NN1CC2C(C1)CCC2,1.04
454,OC(=O)CCc1nc(c(o1)c1ccccc1)c1ccccc1,1.74
455,O=C(NC1C(=O)N2C1SCC(=C2C(=O)O)COC(=O)C)CSc1ccncc1,0.0792
456,OCC1OC(C(C1O)O)n1cnc2c1nc(F)nc2N,1.04
457,OCc1cc2CCC(Nc2cc1N(=O)=O)CNC(C)C,0.243
458,COC(=O)C1=C(C)NC(=C(C1c1ccccc1N(=O)=O)C(=O)OC)C,0.279
459,OC(=O)C(c1cccc(c1)C(=O)c1ccccc1)C,0.322
460,NC(=NCC1COC2(O1)CCCCC2)N,1
461,COc1ccc2c(c1)ccc(c2)C(C(=O)O)C,1.18
462,Clc1ccc(cc1)C1(O)c2ccccc2C2=NCCN12,1.06
463,Clc1ccc2c(c1)N(C(=O)CC(=O)N2C)c1ccccc1,1.26
464,Fc1ccc(c(c1)F)c1ccc(c(c1)C(=O)O)O,1
465,OC(c1cc(O)cc(c1)O)CNC(C)(C)C,1.18
466,CC1OC1P(=O)(O)O,0.279
467,OCC(=O)C1(O)CC(OC2CC(N)C(C(O2)C)O)c2c(C1)c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2OC,1.51
468,CC(Sc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)(Sc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)C,2.41
469,Clc1ccccc1C(n1cncc1)(c1ccccc1)c1ccccc1,0.301
470,OC(=O)C1N=C(c2ccccc2)c2c(NC1=O)ccc(c2)Cl,0.38
471,CN1CCN2C(C1)c1ccccc1Cc1c2cccc1,1.13
472,CN1CC(c2ccccc2)c2c(C1)c(N)ccc2,0.813
473,C#CC1(O)CCC2C1(C)CCC1C2CCc2c1ccc(c2)OS(=O)(=O)O,0.924
474,NC(=O)OCC(c1ccccc1)COC(=O)N,1.33
475,Clc1cccc(c1)c1ccccc1Cl,1.78
476,CC(CC1C(=O)N2CCCC2C2(N1C(=O)C(O2)(NC(=O)C1CN(C)C2C(=C1)c1cccc3c1c(C2)c([nH]3)Br)C(C)C)O)C,0.978
477,Cc1ccc(c(c1)OCCCC(C(=O)O)(C)C)C,0.176
478,O=C(NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnc(s1)C)Cn1cnnn1,0.23
479,OC(=O)Cc1ccc(n1C)C(=O)c1ccc(cc1)C,0.699
480,Oc1ccc(cc1)CCNC(C(c1ccc(cc1)O)O)C,0.415
481,O=C(C(c1ccc(cc1)O)N)NC1C(=O)N2C1SC(C2C(=O)O)(C)C,0.0414
482,CC1Cc2c(N1NC(=O)c1ccc(c(c1)S(=O)(=O)N)Cl)cccc2,1.15
483,OC(COc1nsnc1N1CCOCC1)CNC(C)(C)C,0.342
484,O=C(c1ccccc1)NC1CCN(CC1)CCc1cc2c([nH]1)cccc2,0.633
485,COc1cccc(c1)C1(O)CCCCC1CN(C)C,0.763
486,CCCCNc1cc(cc(c1Oc1ccccc1)S(=O)(=O)N)C(=O)O,0.0792
487,FCOC(C(F)(F)F)C(F)(F)F,1.28
488,CCn1nc(C(=O)O)c(=O)c2c1cc1OCOc1c2,0.176
489,O=C1Cc2ccccc2N(c2c1cccc2)C(=O)N,0.301
490,NNC(C(=O)O)(Cc1ccc(c(c1)O)O)C,0.176
491,Clc1ccc2c(c1)C(=NCc1n2c(C)nn1)c1ccccc1Cl,0.431
492,Clc1ccc2c(c1)C(=NCc1n2c(C)nn1)c1ccccc1,1.08
493,Cc1ncc(nc1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,0.519
494,O=C(Cc1c(Cl)cccc1Cl)N=C(N)N,1.18
495,OC(COc1ccc(cc1)CC(=O)N)CNC(C)C,0.785
496,OCC1OC(=O)N(C1)c1cccc(c1)C,0.204
497,COc1cc(cc(c1O)OC)C1C2C(=O)OCC2C(c2c1cc1OCOc1c2)OC1OC2COC(OC2C(C1O)O)c1cccs1,1.2
498,Clc1ccc2c(c1)C(=NCc1n2cnn1)c1ccccc1,1.23
499,OCC1OC(CC1N=N#N)n1cc(C)c(=O)[nH]c1=O,0.114
500,CC(C1=NCCN1)Oc1c(Cl)cccc1Cl,1.04
501,COC(=O)Nc1nc2c([nH]1)cc(cc2)C(=O)c1ccccc1,0.0414
502,Clc1cc(Cl)c(cc1c1ccc(c(c1)Cl)Cl)Cl,4.66
503,CC(COc1c(C)cccc1C)N,0.996
504,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1c(S2)cccc1,0.301
505,OC1CC(O)C(=C)C(=CC=C2CCCC3(C2CCC3C(CCCC(O)(C)C)C)C)C1,0.813
506,Clc1ccc(c(c1)Cl)c1ccc(c(c1)Cl)Cl,3.2
507,Clc1ccc(c(c1)c1ccc(c(c1)Cl)Cl)Cl,2.07
508,Clc1ccc(cc1)c1c(Cl)cc(cc1Cl)Cl,3.48
509,Clc1ccc(cc1Cl)c1ccc(c(c1)Cl)Cl,2.82
510,Clc1ccc(cc1Cl)c1ccc(c(c1Cl)Cl)Cl,4.33
511,Clc1ccc(cc1)c1cc(Cl)c(cc1Cl)Cl,3.93
512,Clc1cc(cc(c1Cl)Cl)c1cc(Cl)c(c(c1)Cl)Cl,4.87
513,CCN(CCNC(=O)c1ccc(cc1)NC(=O)C)CC,0.806
514,OC(=O)C1N2C(=O)C(C2SC1(C)C)N=CN1CCCCCC1,0.0414
515,OC(=O)C(c1ccc(s1)C(=O)c1ccccc1)C,0.301
516,Clc1ccc(cc1)c1ccc(c(c1Cl)Cl)Cl,3.31
517,Clc1cc(Cl)c(c(c1c1c(Cl)cc(c(c1Cl)Cl)Cl)Cl)Cl,4.78
518,CCOC(=O)c1cncn1C(c1ccccc1)C,0.663
519,Clc1ccc(c(c1)Cl)c1ccccc1,1.58
520,Clc1cc(Cl)c(c(c1Cl)c1ccccc1)Cl,3.01
521,COc1ccc2c(c1)C(=O)N(C(=O)C2(C)C)CCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,0.903
522,COc1cc(cc(c1O)OC)C1C2C(=O)OCC2C(c2c1cc1OCOc1c2)OC1OC2COC(OC2C(C1O)O)C,0.756
523,O=C1OC2C3(C1)C(=O)OC1C3(C(C2)(O)C(C)(C)C)C(O)C(=O)O1,0.505
524,CCc1sc2c(c1)C(=NCC(=O)N2C)c1ccccc1Cl,0.602
525,O=C(C(c1ccccc1)N)NC1C(=O)N2C1SC(C2C(=O)OCOC(=O)C(C)(C)C)(C)C,0
526,OC(C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1C)c1ccccc1,-0.125
527,CN1CCC(=C2c3ccccc3CC(=O)c3c2ccs3)CC1,1.32
528,OC(=O)C(c1cccc(c1)Oc1ccccc1)C,0.477
529,COc1ccccc1N1CCN(CC1)CCCNc1cc(=O)n(c(=O)n1C)C,0.544
530,O=C(C(c1cscc1)C(=O)O)NC1C(=O)N2C1SC(C2C(=O)O)(C)C,0
531,O=C1C(O)CC(N1C)c1cccnc1,0.771
532,Clc1cccc(c1)C(=O)C(NC(C)(C)C)C,1.38
533,Clc1ccc(c(c1)c1ccccc1)Cl,1.58
534,Clc1cc(Cl)cc(c1)c1ccccc1,1.08
535,Clc1ccc(cc1)c1ccccc1Cl,1.64
536,Clc1cc(Cl)c(cc1c1cc(Cl)c(cc1Cl)Cl)Cl,5.11
537,Clc1cc(Cl)c(cc1c1ccc(c(c1Cl)Cl)Cl)Cl,4.93
538,Clc1cc(Cl)c(cc1c1cc(Cl)c(c(c1Cl)Cl)Cl)Cl,5.65
539,Clc1c(Cl)ccc(c1Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,5.36
540,ON=C1CCC2C(=C1)CCC1C2CCC2(C1CCC2(C#C)OC(=O)C)CC,1.32
541,COC1(NC(=O)Cc2cccs2)C(=O)N2C1SCC(=C2C(=O)O)COC(=O)N,-0.0915
542,Clc1cc(Cl)c(c(c1)Cl)c1ccccc1,1.88
543,Clc1ccc(cc1c1cc(Cl)ccc1Cl)Cl,3.66
544,Clc1ccc(c(c1)Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,5.4
545,COc1c(OC)c(OC)cc2c1nc(nc2N)N1CCN(CC1)C(=O)OCC(O)(C)C,0.491
546,Clc1c(Cl)cc2c(c1Cl)Oc1c(O2)c(Cl)c(c(c1Cl)Cl)Cl,4.6
547,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1ncccn1,0.398
548,OC(COc1ccccc1C1CCCC1)CNC(C)(C)C,1.38
549,Clc1ccc(c(c1)Cl)c1cccc(c1Cl)Cl,3.25
550,Clc1ccc2c(c1)C(=NCC(=S)N2CC(F)(F)F)c1ccccc1F,1.59
551,OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,1.65
552,O=C(C(c1ccccc1)NC(=O)N1CCNC1=O)NC1C(=O)N2C1SC(C2C(=O)O)(C)C,0.0792
553,CN(Cc1nnc2n1c1ccc(cc1C(=NC2)c1ccccc1)Cl)C,0.322
554,OC(c1cc(Cl)c(c(c1)Cl)N)CNC(C)(C)C,1.57
555,OC1COC(C(C1OS(=O)(=O)O)OS(=O)(=O)O)OC1COC(C(C1OS(=O)(=O)O)OS(=O)(=O)O)O,0.681
556,CCCC(=O)Nc1ccc(c(c1)C(=O)C)OCC(CNC(C)C)O,0.544
557,Clc1ccc(c(c1)c1ccccc1Cl)Cl,2.48
558,Clc1ccc(c(c1)Cl)c1ccccc1Cl,2.18
559,Clc1cc(Cl)cc(c1)c1ccccc1Cl,2.04
560,Clc1cccc(c1)c1ccc(c(c1)Cl)Cl,1.76
561,Clc1ccc(c(c1)c1cc(Cl)c(cc1Cl)Cl)Cl,3.48
562,OC(COc1ccccc1C)CNCCOc1ccc(cc1)C(=O)N,0.398
563,OC(=O)CC1=C(C)C(=Cc2ccc(cc2)S(=O)C)c2c1cc(F)cc2,0.892
564,Clc1ccc(c(c1)c1c(Cl)ccc(c1Cl)Cl)Cl,3.01
565,Clc1ccc(c(c1)Cl)c1cc(Cl)c(cc1Cl)Cl,4.48
566,Clc1ccc(c(c1)c1ccc(c(c1Cl)Cl)Cl)Cl,3.23
567,Clc1cc(ccc1Cl)c1c(Cl)ccc(c1Cl)Cl,3.16
568,Clc1cc(Cl)c(cc1c1c(Cl)ccc(c1Cl)Cl)Cl,3.64
569,Clc1ccc(c(c1Cl)Cl)c1c(Cl)ccc(c1Cl)Cl,3.48
570,Clc1c(ccc(c1Cl)Cl)c1ccc(c(c1Cl)Cl)Cl,4.55
571,Clc1ccc(cc1Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,5.36
572,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0.491
573,Clc1ccc(c(c1c1c(Cl)ccc(c1Cl)Cl)Cl)Cl,2.94
574,Clc1c(Cl)cc(c(c1Cl)Cl)c1c(Cl)ccc(c1Cl)Cl,3.4
575,Clc1cccc(c1c1ccccc1Cl)Cl,1.78
576,Clc1cccc(c1)c1c(Cl)cccc1Cl,2.25
577,Clc1cccc(c1c1ccc(cc1)Cl)Cl,2.7
578,Clc1ccccc1c1cccc(c1Cl)Cl,2.7
579,Clc1ccc(c(c1)c1cccc(c1)Cl)Cl,2.14
580,Clc1ccc(cc1)c1cccc(c1Cl)Cl,1.5
581,Clc1cc(ccc1Cl)c1ccccc1Cl,1.97
582,Clc1cccc(c1)c1cc(Cl)cc(c1)Cl,1.77
583,Clc1ccc(cc1)c1cc(Cl)cc(c1)Cl,1.78
584,Clc1ccc(cc1)c1ccc(c(c1)Cl)Cl,1.78
585,Clc1c(Cl)cccc1c1cccc(c1Cl)Cl,2.96
586,CCOC(=O)C1(CCC=CC1NC)c1ccccc1,0.643
587,O=C(C(C1=CCC=CC1)N)NC1C(=O)N2C1SCC(=C2C(=O)O)C,-0.0706
588,Clc1c(Cl)c(Cl)c2c(c1Cl)oc1c2c(Cl)c(c(c1Cl)Cl)Cl,4.18
589,Clc1cc2Oc3c(Oc2cc1Cl)c(Cl)c(c(c3Cl)Cl)Cl,4.93
590,Clc1ccc(c(c1)Cl)c1c(Cl)cc(cc1Cl)Cl,3.78
591,CCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1)N(=O)=O)C(=O)OC)C,0.914
592,Clc1cc(cc(c1Cl)Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,5.39
593,NNc1nnc2c(c1)CN(CC2)C(=O)c1ccccc1,0.748
594,Clc1cc(Cl)c(c(c1)c1c(Cl)cc(c(c1Cl)Cl)Cl)Cl,4.64
595,Clc1cc(Cl)c(c(c1Cl)Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,4.88
596,Clc1cc(c(c(c1Cl)Cl)Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,5.67
597,Clc1cc2Oc3c(Oc2cc1Cl)cc(c(c3Cl)Cl)Cl,4.88
598,OC(=O)C(c1ccc(cc1)C(=O)c1cccs1)C,0.322
599,Brc1ccc(cc1)Oc1ccc(cc1Br)Br,4.42
600,CCC1(OCCc2c1[nH]c1c2cccc1CC)CC(=O)O,0.863
601,Clc1ccc(cc1)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,4.94
602,Clc1cc(ccc1Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,5.14
603,Clc1ccc(c(c1)c1cccc(c1Cl)Cl)Cl,2.98
604,Clc1ccc(c(c1)Cl)c1cc(Cl)ccc1Cl,3.02
605,Clc1ccc(c(c1)c1c(Cl)cccc1Cl)Cl,2.48
606,Clc1cc(ccc1Cl)c1cccc(c1Cl)Cl,2.07
607,Clc1cc(ccc1Cl)c1c(Cl)cccc1Cl,2.94
608,Clc1c(Cl)cccc1c1c(Cl)cccc1Cl,2.48
609,Clc1cc(Cl)c(cc1c1cccc(c1Cl)Cl)Cl,3.78
610,CC(C(=O)Nc1c(C)cccc1C)N,1.08
611,O=C(C(S(=O)(=O)O)c1ccccc1)NC1C(=O)N2C1SC(C2C(=O)O)(C)C,0.0792
612,Clc1ccc(cc1)C(=O)NCCc1ccc(cc1)OC(C(=O)O)(C)C,0.301
613,O=C(C(c1ccccc1)O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnc(s1)C,0
614,OC(COc1cccc2c1CC(O)C(C2)O)CNC(C)(C)C,0.964
615,NC(C(=O)O)C1CC(=NO1)Cl,0.996
616,COc1ccc(cc1)C1Sc2ccccc2N(C(=O)C1OC(=O)C)CCN(C)C,0.748
617,Oc1ccc2c(c1)C13CCCCC3(C(C2)N(CC1)CC1CCC1)O,0.681
618,Clc1cc(Cl)c(c(c1c1cc(Cl)c(c(c1Cl)Cl)Cl)Cl)Cl,5.01
619,CN1CCN(CC1)C(=O)OC1c2nccnc2C(=O)N1c1ccc(cn1)Cl,0.716
620,CCOc1ccccc1OCC1COCCN1,0.613
621,OC(COc1cccc2c1CCCC2=O)CNC(C)(C)C,0.778
622,CC(OC(=O)C(Oc1ccc(cc1)C(=O)c1ccc(cc1)Cl)(C)C)C,1.3
623,O=C(C(c1ccc(cc1)O)N)NC1C(=O)N2C1SCC(=C2C(=O)O)C,0.0414
624,OC(c1ccc(cc1)C(C)(C)C)CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O,0.544
625,CCCCCCC(c1cc(O)c2c(c1)OC(C1C2CC(=O)CC1)(C)C)(C)C,0.301
626,Clc1cc2c(cc1Cl)oc1c2cc(Cl)c(c1)Cl,3.64
627,COc1cc(ccc1Nc1c2ccccc2nc2c1cccc2)NS(=O)(=O)C,0.672
628,CCCC1OC2C(O1)(C(=O)CO)C1(C(C2)C2CCC3=CC(=O)C=CC3(C2C(C1)O)C)C,0.447
629,COCCc1ccc(cc1)OCC(CNC(C)C)O,0.556
630,O=C(C(c1ccccc1)NC(=O)N1CCN(C1=O)S(=O)(=O)C)NC1C(=O)N2C1SC(C2C(=O)O)(C)C,0.0792
631,O=C(C(c1ccc(cc1)O)N)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1c[nH]nn1,0.0792
632,Clc1cccc(c1)N1CCNCC1,0.672
633,Clc1cc(Cl)c(c(c1)c1cc(Cl)c(cc1Cl)Cl)Cl,5.37
634,CCOC(=O)C1(CCC=CC1N(C)C)c1ccccc1,0.699
635,COc1cc(NCc2ccc3c(c2C)c(N)nc(n3)N)cc(c1OC)OC,1.23
636,Fc1ccc(cc1)C(c1ccc(cc1)F)N1CCN(CC1)CC=Cc1ccccc1,2.64
637,COC12CCC3(CC1C(C(C)(C)C)(O)C)C14C2Oc2c4c(CC3N(CC1)CC1CC1)ccc2O,0.505
638,Clc1ccc(cc1)c1c(Cl)ccc(c1Cl)Cl,2.94
639,Clc1c(Cl)cccc1c1c(Cl)ccc(c1Cl)Cl,3.61
640,Clc1ccc(c(c1)c1cc(Cl)cc(c1Cl)Cl)Cl,3.61
641,Clc1ccc(c(c1Cl)Cl)c1cccc(c1Cl)Cl,3.25
642,Clc1ccc(c(c1)c1c(Cl)c(Cl)cc(c1Cl)Cl)Cl,3.53
643,Clc1c(Cl)cc(c(c1c1c(Cl)ccc(c1Cl)Cl)Cl)Cl,3.48
644,Clc1cc(Cl)c(c(c1Cl)Cl)c1c(Cl)ccc(c1Cl)Cl,3.48
645,Clc1cc(Cl)c(c(c1)c1ccc(c(c1Cl)Cl)Cl)Cl,4.78
646,Clc1cc(Cl)c(cc1c1c(Cl)c(Cl)cc(c1Cl)Cl)Cl,5.13
647,Clc1cc(Cl)c(cc1c1c(Cl)cc(c(c1Cl)Cl)Cl)Cl,4.74
648,Clc1ccc(c(c1Cl)Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,4.88
649,Clc1c(Cl)cc(c(c1Cl)c1ccc(c(c1Cl)Cl)Cl)Cl,4.91
650,Clc1cc(Cl)c(cc1c1cc(Cl)c(c(c1)Cl)Cl)Cl,5.02
651,Clc1c(Cl)c(Cl)c(c(c1Cl)Cl)c1c(Cl)ccc(c1Cl)Cl,3.58
652,Clc1cc(Cl)c(c(c1)c1cc(Cl)c(c(c1Cl)Cl)Cl)Cl,5.83
653,Clc1c(Cl)cc(c(c1Cl)Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,6.31
654,Clc1cc(Cl)c(cc1c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl)Cl,5.48
655,Clc1ccc(c(c1Cl)Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,5.14
656,Clc1c(Cl)cc(c(c1Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl)Cl,5.08
657,Clc1cccc(c1Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,3.48
658,Clc1ccc(c(c1)c1cc(Cl)c(c(c1Cl)Cl)Cl)Cl,3.78
