smiles,lgHL
Clc1cc(Cl)c(c(c1)c1c(Cl)cc(c(c1Cl)Cl)Cl)Cl,4.64
CCC(C(=O)OC1CC(C)C=C2C1C(CCC(CC(CC(=O)O)O)O)C(C=C2)C)C,0.146
CN1CCN(CC1)C1=c2ccccc2=Nc2c(N1)cc(Cl)cc2,1.0
CCCCCN(C(=O)C(NC(=O)c1ccc(c(c1)Cl)Cl)CCC(=O)O)CCCOC,0.0792
O=C1N(c2ccccc2)N(C(=O)C1CCS(=O)c1ccccc1)c1ccccc1,0.792
Oc1ccc2c(c1)C13CCCCC3(C(C2)N(CC1)CC1CCC1)O,0.681
CC(Cc1ccc(cc1)Cl)(N)C,1.6
O=C(C(c1ccccc1)C(=O)O)NC1C(=O)N2C1SC(C2C(=O)O)(C)C,0.0414
CCN(CCNC(=O)c1c(C)[nH]c(c1C)C=C1C(=O)Nc2c1cc(F)cc2)CC,1.7
CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)O,0.156
Fc1ccc(cc1)C1CCNCC1COc1ccc2c(c1)OCO2,1.11
COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)C1CCCO1,0.954
COc1ccccc1OCCNCC(COc1cccc2c1c1ccccc1[nH]2)O,0.38
OC(=O)C1CCCN(C1)CCC=C(c1sccc1C)c1sccc1C,1.0
Clc1cc(Cl)c(cc1c1ccc(c(c1)Cl)Cl)Cl,4.66
CN(C(=N)N=C(N)N)C,0.23
OCC1C=CC(C1)n1cnc2c1nc(N)nc2NC1CC1,0.0
OCCN1CCN(CC1)CCC=C1c2ccccc2Sc2c1cc(Cl)cc2,1.3
COCCc1ccc(cc1)OCC(CNC(C)C)O,0.556
CCC(C(=O)OC1CC(C)C=C2C1C(CCC1CC(O)CC(=O)O1)C(C=C2)C)C,0.724
OC1CC(O)CC(=CC=C2CCCC3(C2CCC3C(C=CC(C(O)(C)C)C)C)C)C1,0.724
NC1CC1c1ccccc1,0.792
NCCCCC(C(=O)NC(Cc1ccccc1)C)N,0.0
OCC(=O)C1(O)C(C)CC2C1(C)CC(O)C1(C2CCC2=CC(=O)C=CC12C)Cl,0.447
O=C(C(c1ccccc1)NC(=O)N1CCN(C1=O)S(=O)(=O)C)NC1C(=O)N2C1SC(C2C(=O)O)(C)C,0.0792
CSc1ccc(cc1)C(=O)c1[nH]c(=O)[nH]c1C,0.0
CCS(=O)(=O)CCn1c(C)ncc1N(=O)=O,1.11
CC#CC1(O)CCC2C1(C)CC(c1ccc(cc1)N(C)C)C1=C3CCC(=O)C=C3CCC21,1.26
Clc1c(Cl)cccc1c1c(Cl)cccc1Cl,2.48
Clc1cc(Cl)c(c(c1)Cl)c1c(Cl)ccc(c1Cl)Cl,3.01
Clc1ccc(c(c1)c1ccc(c(c1)Cl)Cl)Cl,2.07
Fc1ccc(cc1)C(=O)CCCN1CCC(=CC1)n1c(=O)[nH]c2c1cccc2,0.349
CCCc1nn(c2c1[nH]c(nc2=O)c1cc(ccc1OCC)S(=O)(=O)N1CCN(CC1)C)C,0.591
OCC1OC(CC1O)n1cnc(nc1=O)N,-0.237
N#CC(c1cc(cc(c1)C(C#N)(C)C)Cn1ncnc1)(C)C,1.7
OCC1OC(C(C1O)O)n1cnc2c1nc(N)nc2OC,-0.301
CCN1CCCC1CNC(=O)c1cc(c(cc1OC)N)S(=O)(=O)CC,1.08
CC(NC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(c1)C)C,0.708
OCCN1CCN(CC1)c1cc(nc(n1)C)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl,0.602
CCCC1C(=O)n2n(C1=O)c1cc(C)ccc1nc2N(C)C,1.23
OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1,0.708
CCC(NCCNC(CO)CC)CO,0.491
CC#CCC(C(C=CC1C(O)CC2C1CC(=CCCCC(=O)OCC(=O)c1ccccc1)C2)O)C,-0.244
CCOC(=O)C1(CCN(CC1)C)c1ccccc1,0.898
Clc1cccc(c1)c1ccccc1,0.619
CC(c1ccc(cc1)O)(c1ccc(cc1)O)C,0.301
Clc1cc(Cl)cc(c1)c1ccccc1,1.08
Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)(O)c1ccc(cc1)Cl,1.54
Clc1ccc(c(c1)Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,3.88
OCC(=O)C1(O)CCC2C1(C)CC(O)C1C2CCC2=CC(=O)CCC12C,0.204
OC(COc1cccc2c1CCCC2=O)CNC(C)(C)C,0.778
O=C1Nc2ccc(cc2C(=NC1O)c1ccccc1)Cl,0.826
NCC(c1ccc(cc1)Cl)CC(=O)O,0.179
CC(C1C2SC(=C(N2C1=O)C(=O)O)SCCOC(=O)N)O,-0.0969
O=C(c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F)NCC1CCCCN1,1.08
ONC(=O)CCCCCCC(=O)Nc1ccccc1,-0.119
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,1.0
c1ccc(cc1)Oc1ccccc1,1.92
CC(=O)Nc1nnc(s1)S(=O)(=O)N,1.11
C#CC1(O)CCC2C1(CC)CCC1C2CCC2=CC(=O)CCC12,0.973
Brc1ccc(c(c1)Br)Oc1ccc(cc1Br)Br,4.14
CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(cc1)C(=NO)N)C1CCCCC1,0.602
Clc1ccc(cc1)c1cc(Cl)ccc1Cl,2.06
CCOC(=O)C=C(C=CC=C(C=Cc1c(C)cc(c(c1C)C)OC)C)C,3.46
C=CCN1CC(CC2C1Cc1c[nH]c3c1c2ccc3)C(=O)N(C(=O)NCC)CCCN(C)C,1.82
CN1CCN2C(C1)c1ccccc1Cc1c2nccc1,1.18
CC1NCCN(C1)c1cc2n(cc(c(=O)c2cc1F)C(=O)O)c1ccc(cc1F)F,0.903
OCC1OC(C(C1O)O)n1cnc(n1)C(=O)N,1.65
Nc1nc(cs1)C(=NOCC(=O)O)C(=O)NC1C2SCC(=C(N2C1=O)C(=O)O)C=C,0.505
OC(=O)c1cc(c(cc1NCc1ccco1)Cl)S(=O)(=O)N,0.398
CCOC(=O)C(NC1CCc2c(N(C1=O)CC(=O)O)cccc2)CCc1ccccc1,1.02
Clc1ccc2c(c1)S(=O)(=O)N=C(N2)C,1.68
NC1C2C1CN(C2)c1nc2c(cc1F)c(=O)c(cn2c1ccc(cc1F)F)C(=O)O,1.04
CN(CCOC(c1ccc(cc1)Br)c1ccccc1)C,0.398
O=C1CN2C3CC1CC2CC(C3)OC(=O)c1c[nH]c2c1cccc2,-0.886
CCC1(O)C(=O)OCc2c1cc1c3nc4cccc(c4cc3Cn1c2=O)N,0.845
COCCCOc1cc(ccc1OC)CC(C(C)C)CC(C(CC(C(=O)NCC(C(=O)N)(C)C)C(C)C)O)N,1.38
O=C1C(NC(=O)c2c(C)onc2c2c(F)cccc2Cl)C2N1C(C(=O)O)C(S2)(C)C,0.146
Clc1cc(ccc1Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,5.31
CCCC(C1(CC)C(=O)NC(=O)NC1=O)C,1.34
Clc1cccc(c1)N1CCN(CC1)CCCn1nc2n(c1=O)cccc2,0.863
CN1CCCC1c1cccnc1,0.301
OC(c1ccccc1)(C1CCCCC1)CCN1CCCC1,1.08
OC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,2.68
CN(NN=C1N=CN=C1C(=O)N)C,0.792
OCC1OC(C(C1OC1OC(CO)C(C(C1O)O)O)O)(O)CO,0.267
Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2=O)C,1.28
O=C(C(c1ccccc1)N)NC1C(=O)N2C1SC(C2C(=O)OCOC(=O)C(C)(C)C)(C)C,0.0
CCC(C(=O)OC1CC(O)C=C2C1C(CCC(CC(CC(=O)O)O)O)C(C=C2)C)C,-0.108
OCC(C(c1ccc(cc1)N(=O)=O)O)NC(=O)C(Cl)Cl,0.663
Clc1cc(cc(c1Cl)Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,5.39
Clc1ccc(cc1Cl)c1ccc(c(c1)Cl)Cl,2.82
ClCCN(C(=O)Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2OP(=O)(O)O)C)CCCl,0.38
OCc1cc(O)c2c3c1c1c(C)cc(c4c1c1c3c3c(C2=O)c(O)cc(c3c2c1c(C4=O)c(O)cc2O)O)O,1.3
COC1(NC(=O)Cc2cccs2)C(=O)N2C1SCC(=C2C(=O)O)COC(=O)N,-0.0915
NC(=O)N1c2ccccc2C=Cc2c1cccc2,1.65
OC(=O)C(c1ccc(s1)C(=O)c1ccccc1)C,0.301
COC(=O)Nc1nc2c([nH]1)cc(cc2)C(=O)c1ccccc1,0.0414
COc1ccc2c(c1)C(=O)N(C(=O)C2(C)C)CCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,0.903
CCC(C(=O)OC1CC(C)C=C2C1C(CCC1CC(O)CC(=O)O1)C(C=C2)C)(C)C,0.477
CCN(CCNC(=O)c1ccc(cc1)NS(=O)(=O)C)CC,0.58
COc1ccc(cc1C1(F)C(=O)Nc2c1ccc(c2)C(F)(F)F)Cl,1.57
Brc1c(Oc2c(Br)c(Br)c(c(c2Br)Br)Br)c(Br)c(c(c1Br)Br)Br,2.46
ClC(C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)(Cl)Cl,4.28
Cc1ccc(cc1)C(=O)c1cc(O)c(c(c1)N(=O)=O)O,0.0414
OCC(c1ccccc1)C(=O)OC1CC2CCC(C1)N2C,0.613
O=C(C(S(=O)(=O)O)c1ccccc1)NC1C(=O)N2C1SC(C2C(=O)O)(C)C,0.0792
CN(C(Cc1ccccc1)C)Cc1ccccc1,1.37
CC12CC3CC(C1)(C)CC(C2)(C3)N,1.9
CNC(=O)c1nccc(c1)Oc1ccc(cc1)NC(=O)Nc1ccc(c(c1)C(F)(F)F)Cl,1.56
Clc1ccc2c(c1)CCc1c(C2=C2CCNCC2)nccc1,1.7
CCC1(C)OC(=O)N(C1=O)C,1.26
Clc1cc(Cl)c(cc1c1c(Cl)c(Cl)cc(c1Cl)Cl)Cl,5.13
CC(COCC(N1CCCC1)CN(c1ccccc1)Cc1ccccc1)C,1.57
ClCCC(=C(c1ccccc1)c1ccc(cc1)OCCN(C)C)c1ccccc1,2.08
CCCCC(CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC)(O)C,-0.301
CCn1nc(C(=O)O)c(=O)c2c1cc1OCOc1c2,0.176
COc1ccc2c3c1OC1C43CCN(C(C2)C4(O)CCC1=O)C,0.74
CC1NC(C)CN(C1)c1c(F)c(N)c2c(c1F)n(cc(c2=O)C(=O)O)C1CC1,1.3
Clc1ccc(c(c1)Cl)c1ccc(cc1Cl)Cl,3.48
O=C1C=C2C(=CC3C(C2(C2C1C2)C)CCC1(C3CCC1(O)C(=O)C)C)Cl,1.86
NC(c1ccccc1)C(=O)NC1C2CCC(=C(N2C1=O)C(=O)O)Cl,0.0
Clc1ccc2c(c1)c(cn2c1ccc(cc1)F)C1CCN(CC1)CCN1CCNC1=O,1.86
FCOC(C(F)(F)F)C(F)(F)F,1.28
Oc1ccc2c(c1)Oc1c(C32OC(=O)c2c3cccc2)ccc(c1)O,0.204
O=C1OC2C(C1C)(O)C13C4(C2)C(OC3=O)CC(C24C(O1)OC(=O)C2O)C(C)(C)C,0.58
Oc1ccc2c(c1)CCC1C2CCC2(C1CCC2O)C,0.23
Clc1ccccc1c1c(Cl)ccc(c1Cl)Cl,2.23
OC(COc1cccc2c1cc[nH]2)CNC(C)C,0.342
CC(=O)Oc1ccccc1C(=O)Nc1ncc(s1)N(=O)=O,0.544
SCC(C(=O)O)NC(=O)C,0.74
OC(=O)CCc1nc(c(o1)c1ccccc1)c1ccccc1,1.74
CCCc1nc2c(n1Cc1ccc(cc1)c1ccccc1C(=O)O)cc(cc2C)c1nc2c(n1C)cccc2,1.3
Clc1c(Cl)cccc1c1cccc(c1Cl)Cl,2.96
ClC1C(Cl)C(Cl)C(C(C1Cl)Cl)Cl,3.07
N#CC(=NNc1ccc(cc1)C1=NNC(=O)CC1C)C#N,0.0414
NC(=NCCCC(C(=O)N1CCC(CC1C(=O)O)C)NS(=O)(=O)c1cccc2c1NCC(C2)C)N,-0.398
Clc1cccc(c1c1c(Cl)c(Cl)cc(c1Cl)Cl)Cl,3.48
CCN(c1cccc(c1)c1ccnc2n1ncc2C#N)C(=O)C,0.0414
COC(=O)C1C(O)CCC2C1CC1N(C2)CCc2c1[nH]c1c2cccc1,-0.222
NCC1CCC(CC1)C(=O)O,0.362
CCC(=O)OC(c1ccccc1)(C(CN(C)C)C)Cc1ccccc1,1.26
CC=CC1=C(C(=O)O)N2C(SC1)C(C2=O)NC(=O)C(c1ccc(cc1)O)N,0.0792
Oc1ccc(cc1)CCNC(C(c1ccc(cc1)O)O)C,0.415
CCOC(=O)C1=CC(C(C(C1)N)NC(=O)C)OC(CC)CC,0.255
C1CN2C(=NC(C2)c2ccccc2)S1,0.74
OCC(c1ccccc1)C(=O)OC1CC2N(C(C1)C1C2O1)C,0.653
Clc1cc(ccc1Cl)c1c(Cl)cccc1Cl,2.94
Nc1nc2c(s1)cc(cc2)OC(F)(F)F,1.08
Clc1cc(Cl)c(c(c1)c1ccccc1)Cl,2.04
CCC1(O)CN2CCC1CC2C(c1ccnc2c1cc(OC)cc2)O,0.826
COP(=S)(SCn1nnc2c(c1=O)cccc2)OC,1.48
CCOc1ccc(cc1c1nc(=O)c2n([nH]1)c(CCC)nc2C)S(=O)(=O)N1CCN(CC1)CC,0.653
Clc1ccc(c(c1)Cl)c1cccc(c1)Cl,2.16
CNC1Cc2c(CC1)[nH]c1c2cc(cc1)C(=O)N,1.38
Clc1c(Cl)cc(c(c1Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl)Cl,5.08
CN1CCCCC1CCN1c2ccccc2Sc2c1cc(cc2)S(=O)C,1.56
CC(C1C(=O)N2C1CC(=C2C(=O)O)SC1CCN(C1)C(=N)C)O,-0.0177
OC(=O)C(c1ccc(cc1)C(CCCN1CCC(CC1)C(c1ccccc1)(c1ccccc1)O)O)(C)C,1.16
c1ccc(cc1)c1ccc(cc1)C(n1ccnc1)c1ccccc1,0.176
CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,1.68
OCC(=O)C12OC(OC1CC1C2(C)CC(O)C2C1CC(C1=CC(=O)C=CC21C)F)(C)C,0.255
Clc1cccc(c1)c1ccc(c(c1)Cl)Cl,1.76
O=C1OC2C3(C1)C(=O)OC1C3(C(C2)(O)C(C)(C)C)C(O)C(=O)O1,0.505
NCCCCCC(=O)O,0.69
NCC1CN(CC1=NOC)c1nc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)O,0.845
O=C1CCC2(C34C1Oc1c4c(CC2N(CC3)CC2CC2)ccc1O)O,0.431
Brc1ccc(cc1)Oc1ccc(cc1Br)Br,4.42
CON=C(C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1C)c1csc(n1)N,0.0
O=C1C=CC2(C(N1)CCC1C2CCC2(C1CCC2C(=O)Nc1cc(ccc1C(F)(F)F)C(F)(F)F)C)C,2.92
OC(=O)CNC(=O)C(Cc1ccccc1)CN1CCC(C(C1)C)(C)c1cccc(c1)O,1.13
CCC1CN2CCC1CC2C(c1ccnc2c1cc(OC)cc2)O,0.756
NCc1ccccc1CC(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1CC(=O)O,0.477
Clc1cc(Cl)c(c(c1)Cl)c1cc(Cl)c(cc1Cl)Cl,4.48
Clc1cc(c(c(c1Cl)Cl)Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,5.67
COc1ccc(cc1)c1nc2c([nH]1)cc(cc2)C1=NNC(=O)CC1C,0.255
Clc1cc2c(c(c1Cl)Cl)oc1c2c(Cl)c(c(c1Cl)Cl)Cl,4.36
Clc1ccc(c(c1)c1ccccc1)Cl,1.58
COCC1(CCN(CC1)CCc1cccs1)N(c1ccccc1)C(=O)CC,1.15
CNCC(c1cccc(c1)O)O,0.439
O=C1NC(=O)C(C(=O)N1C)(C)C1=CCCCC1,0.69
N#CC1=C(O)C2C3(C(C1)(C)C1CCC4(C(C1CC3)CCC4O)C)O2,0.903
ClC(C(=O)O)Cl,-0.187
Clc1cccc(c1)C(=O)C(NC(C)(C)C)C,1.38
CCC1(C(=O)NC(=O)NC1=O)c1ccccc1,2.0
CCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1Cl)Cl)C(=O)OC)C,1.0
CN(CCCNc1ncc(c2c1c1c([nH]2)ccc2c1ccc(c2)O)C)C,1.28
CCCCC1(CC)C(=O)NC(=O)NC1=O,1.57
NC(c1ccccc1)C(=O)NC1C(=O)N2C1SC(C2C(=O)O)(C)C,0.146
CC(=O)CNc1c(I)c(NC(=O)C)c(c(c1I)C(=O)O)I,0.114
Clc1ccc(c(c1)Cl)C1(OCC(O1)COc1ccc(cc1)N1CCN(CC1)C(=O)C)Cn1cncc1,0.301
CCCN1CC(CSC)CC2C1Cc1c[nH]c3c1c2ccc3,1.43
COc1ccc(cc1C(CNC(=O)CN)O)OC,-0.301
Clc1cc(ccc1Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,5.14
Clc1cc(Cl)c(cc1c1ccc(c(c1Cl)Cl)Cl)Cl,4.93
Clc1ccccc1c1ccccc1,1.31
O=C(c1cnoc1C)Nc1ccc(cc1)C(F)(F)F,2.53
Clc1cc(Cl)c(cc1c1cccc(c1Cl)Cl)Cl,3.78
Clc1cc(Cl)c(cc1c1c(Cl)cc(c(c1Cl)Cl)Cl)Cl,4.74
CCOc1nc2c(n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)c(ccc2)C(=O)O,0.954
O=C1CN=C(c2c(N1)ccc(c2)Cl)c1ccccc1,1.66
O=C1OCC2(C(C1)CCC1C2CCC2(C1CCC2(C)O)C)C,0.954
CC(=CCN1CCC2(C(C1Cc1c2cc(cc1)O)C)C)C,0.398
FC(C(C(C(C(S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)F,4.62
CCCCc1oc2c(c1C(=O)c1cc(I)c(c(c1)I)OCCN(CC)CC)cccc2,2.91
NCC1CC1(c1ccccc1)C(=O)N(CC)CC,0.903
OC(=O)C1=CC2=CCC3C(C2(CC1)C)CCC1(C3CCC1C(=O)NC(C)(C)C)C,1.43
CCC1(NC(=O)N(C1=O)C)c1ccccc1,0.845
Clc1cccc(c1)c1c(Cl)cccc1Cl,2.25
Clc1cc(ccc1Cl)c1cccc(c1Cl)Cl,2.07
CN1CCCCC1C(=O)Nc1c(C)cccc1C,0.301
Clc1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,4.25
OC(=O)C1N=C(c2ccccc2)c2c(NC1=O)ccc(c2)Cl,0.38
C=CC1CN2CCC1CC2C(c1ccnc2c1cc(OC)cc2)O,0.82
CCNCC(c1cccc(c1)O)O,0.342
FC(C(C(C(C(C(S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,4.81
OC(C1CCc2c(O1)ccc(c2)F)CNCC(C1CCc2c(O1)ccc(c2)F)O,1.0
OC1COC(C(C1OS(=O)(=O)O)OS(=O)(=O)O)OC1COC(C(C1OS(=O)(=O)O)OS(=O)(=O)O)O,0.681
CSCCC(C(=O)NC(C(=O)NC(C(=O)N)Cc1ccccc1)CC(=O)O)NC(=O)C(Cc1c[nH]c2c1cccc2)NC(=O)CCNC(=O)OCC(C)C,-0.778
CCCC(C(=O)O)NC(C(=O)N1C2CCCCC2CC1C(=O)O)C,1.46
OCC1OC(OC2C(OC3C(O)C(O)C(C(C3NC(=N)N)O)NC(=N)N)OC(C2(O)C=O)C)C(C(C1O)O)NC,0.633
CC(OC(=O)CCCC=CCC1C(O)CC(C1C=CC(COc1cccc(c1)C(F)(F)F)O)O)C,-0.125
Clc1c(Cl)cc(c(c1Cl)Cl)c1c(Cl)c(Cl)cc(c1Cl)Cl,6.31
CN(CCOC(c1ccccn1)(c1ccccc1)C)C,1.0
CCCCCNC(=N)NN=Cc1c[nH]c2c1cc(OC)cc2,1.04
O=C1CCC2(C(=C1)C1CC1C1C2CCC2(C1C1CC1C12CCC(=O)O1)C)C,1.48
CCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1)N(=O)=O)C(=O)OC)C,0.914
CCc1ccc(nc1)CCOc1ccc(cc1)CC1SC(=O)NC1=O,0.699
O=C(N1CC(=O)N2C(C1)c1ccccc1CC2)C1CCCCC1,0.0607
CC(Cc1ccc(cc1)O)NCC(c1cc(O)cc(c1)O)O,-0.0605
OC(=O)Cn1c2cc(n3cncc3)c(cc2[nH]c(=O)c1=O)N(=O)=O,-0.108
NC(=O)NO,0.531
OC(=O)Cc1cc(C)ccc1Nc1c(F)cccc1Cl,0.602
CC(Cc1ccccc1)N,0.863
CCOc1ccc2c(c1C(=O)NC1C(=O)N3C1SC(C3C(=O)O)(C)C)cccc2,-0.155
OC(c1ccccc1)(c1ccccc1)CCCN1CCCCC1,0.602
CCOC(=O)c1cncn1C(c1ccccc1)C,0.663
Clc1ccc(cc1)c1ccc(cc1Cl)Cl,3.72
OCCNCCn1nc2c3c1ccc(c3c(=O)c1c2cncc1)NCCN(C)C,1.65
OCc1cc(ccc1O)C(CNC(C)(C)C)O,0.38
CNCCC(c1ccccc1)Oc1ccccc1C,0.716
Clc1cc(Cl)c(c(c1)Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl,4.88
CCN(CCNC(=O)c1cc(Cl)c(cc1OC)N)CC,0.857
CCCCNc1cc(cc(c1Oc1ccccc1)S(=O)(=O)N)C(=O)O,0.0792
OC(C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1C)c1ccccc1,-0.125
OC(=O)CCCCCCCC(=O)O,-0.125
Clc1ccc(c(c1)c1c(Cl)ccc(c1Cl)Cl)Cl,3.01
COC(=O)C1CC2=CC(=O)CCC2(C23C1C1CCC4(C1(C)CC3O2)CCC(=O)O4)C,0.699
Clc1ccc(cc1Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl,5.36
CN(CCCN1c2ccccc2CCc2c1cccc2)C,1.2
CCN(CCCC(Nc1ccnc2c1ccc(c2)Cl)C)CC,2.76
Clc1ccc2c(c1)C(=NCC(=O)N2C)c1ccccc1,1.62
Clc1ccc(cc1)c1c(Cl)ccc(c1Cl)Cl,2.94
CCCCc1ncc(n1Cc1ccc(cc1)C(=O)O)C=C(C(=O)O)Cc1cccs1,0.322
CCc1nccc(c1)C(=S)N,0.398
Oc1ccc(cc1)C(C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)CSc1nnnn1C)NC(=O)c1c[nH]c(cc1=O)C,0.647
Clc1cc(cc(c1Cl)Cl)c1cc(Cl)c(c(c1)Cl)Cl,4.87
OCC1OC(C(C1O)O)n1cnc2c1nc(F)nc2N,1.04
NC(=NCCN1CCCCCCC1)N,1.56
COC(=O)C(c1ccccc1Cl)N1CCc2c(C1)ccs2,0.903
COc1cc(CCNCC(COc2cccc(c2)C)O)ccc1OC,0.279
CCN(CCOc1ccc(cc1)C(=C(c1ccccc1)Cl)c1ccccc1)CC,2.16
CN1C2CCC1CC(C2)OC(=O)c1c[nH]c2c1cccc2,0.748
OC1CCC2(C(C1)CCC1C2CCC2(C1CCC2C(=O)C)C)C,0.672
Clc1c(Cl)ccc(c1Cl)c1c(Cl)cccc1Cl,3.01
CCCC(COC(=O)N)(COC(=O)N)C,1.15
O=C1CCC(N1C)c1cccnc1,1.23
Clc1cc(Cl)c(cc1c1c(Cl)c(Cl)c(c(c1Cl)Cl)Cl)Cl,5.48
CN(Cc1cccc2c1cccc2)Cc1ccc(cc1)C(C)(C)C,2.18
OCC1OC(C(C1O)O)n1cnc(nc1=O)N,-0.444
Clc1c(Cl)ccc(c1Cl)c1cc(Cl)c(c(c1)Cl)Cl,5.21
CS(=O)(=O)OCCCCOS(=O)(=O)C,0.531
CC(OC(=O)C(Oc1ccc(cc1)C(=O)c1ccc(cc1)Cl)(C)C)C,1.3
COc1ccccc1OCC(COC(=O)N)O,0.0755
NC(c1ccccc1)C(=O)NC1C(=O)N2C1SCC(=C2C(=O)O)C,-0.244
Clc1ccc(c(c1)c1ccc(c(c1Cl)Cl)Cl)Cl,3.23
Clc1cc(Cl)c(cc1c1cc(Cl)c(c(c1)Cl)Cl)Cl,5.02
COC(=O)C1C(CC2N(C1CC2)C)OC(=O)c1ccccc1,-0.119
Fc1ccc(c(c1)F)c1ccc(c(c1)C(=O)O)O,1.0
NC(=O)CCCNC(=C1C=C(F)C=CC1=O)c1ccc(cc1)Cl,0.602
OC(C1CC2CC1C=C2)(c1ccccc1)CCN1CCCCC1,1.38
CCOC(=O)C(NC(C(=O)N1Cc2cc(OC)c(cc2CC1C(=O)O)OC)C)CCc1ccccc1,0.0
O=C1CCC2(C(=C1)C=CC1C2CCC2(C1CCC2C(=O)C)C)C,0.778
COc1cccc(c1C(=O)NC1C(=O)N2C1SC(C2C(=O)O)(C)C)OC,-0.194
Cc1ccc(cc1)C(=CCN1CCCC1)c1ccccn1,0.699
O=C(Cc1ccccc1)NC(=O)N,1.37
CN(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C,1.04
CC(OC(=O)c1ccccc1)CNC1CCCCC1,-0.778
NS(=O)(=O)Cc1noc2c1cccc2,1.8
OC(COc1cccc2c1c(=O)cc(o2)C(=O)O)COc1ccc2c(c1)c(=O)cc(o2)C(=O)O,0.114
Brc1ccc(c(c1)Br)Oc1cc(Br)c(cc1Br)Br,4.1
Clc1ccc2c(c1)[nH]c(=O)n2C1CCN(CC1)CCCn1c(=O)[nH]c2c1cccc2,0.875
O=C1CCc2c(N1)cc(cc2)OCCCCN1CCN(CC1)c1cccc(c1Cl)Cl,1.88
CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)C,0.845
CCNc1nc(NC(C)C)nc(n1)Cl,1.48
Clc1ccc(c(c1)Cl)c1ccc(c(c1)Cl)Cl,3.2
Clc1ccc(cc1)c1ccc(c(c1)Cl)Cl,1.78
Clc1cc(Cl)c(c(c1)c1cc(Cl)c(c(c1Cl)Cl)Cl)Cl,5.83
CCC(=O)OC(C(C)C)OP(=O)(CC(=O)N1CC(CC1C(=O)O)C1CCCCC1)CCCCc1ccccc1,1.08
OC(=O)CC(CC(C=Cc1c(c2ccc(cc2)F)c2c(n1C(C)C)cccc2)O)O,-0.155
CC(C12CC3CC(C2)CC(C1)C3)N,1.44
COc1cc(cc(c1OC)OC)C1C2C(=O)OCC2C(c2c1cc1OCOc1c2)O,0.439
Clc1cccc(c1c1c(Cl)cccc1Cl)Cl,2.01
CCCCC(=O)N(C(C(=O)O)C(C)C)Cc1ccc(cc1)c1ccccc1c1n[nH]nn1,0.978
Cc1ncsc1CCCl,0.653
Brc1cc(Br)c(cc1Oc1c(Br)cc(c(c1Br)Br)Br)Br,3.87
O=C(C(c1cccnc1)(C)C)c1cccnc1,0.279
CNC(Cc1ccccc1)C,1.08
CCOC(=O)C(NC(C(=O)N1C2CCCCC2CC1C(=O)O)C)CCc1ccccc1,0.778
CN(CCc1c[nH]c2c1cc(CC1COC(=O)N1)cc2)C,0.556
ClC(=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl,4.88
COc1c2oc(=O)ccc2cc2c1occ2,0.301
OCC(=O)C12OC(OC1CC1C2(C)CC(O)C2(C1CCC1=CC(=O)C=CC21C)F)(C)C,0.38
OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2,0.973
